Season,Matchday,Team,Rank
2024,5,Athletic Club,8
2024,5,Espanyol,9
2024,5,Girona,10
2024,5,Osasuna,11
2024,5,Rayo Vallecano,12
2024,5,Leganes,13
2024,5,Mallorca,14
2024,5,Sevilla,15
2024,5,Real Sociedad,16
2024,5,Valladolid,17
2024,5,Getafe,18
2024,5,Las Palmas,19
2024,5,Valencia,20
2024,6,Barcelona,1
2024,6,Real Madrid,2
2024,6,Atletico Madrid,3
2024,6,Villarreal,4
2024,6,Alaves,5
2024,6,Athletic Club,6
2024,6,Osasuna,7
2024,6,Celta Vigo,8
2024,6,Mallorca,9
2024,6,Rayo Vallecano,10
2024,6,Real Betis,11
2024,6,Espanyol,12
2024,6,Girona,13
2024,6,Leganes,14
2024,6,Real Sociedad,15
2024,6,Sevilla,16
2024,6,Valladolid,17
2024,6,Getafe,18
2024,6,Valencia,19
2024,6,Las Palmas,20
2024,7,Barcelona,1
2024,7,Real Madrid,2
2024,7,Atletico Madrid,3
2024,7,Villarreal,4
2024,7,Athletic Club,5
2024,7,Mallorca,6
2024,7,Osasuna,7
2024,7,Alaves,8
2024,7,Celta Vigo,9
2024,7,Rayo Vallecano,10
2024,7,Real Betis,11
2024,7,Girona,12
2024,7,Sevilla,13
2024,7,Espanyol,14
2024,7,Leganes,15
2024,7,Real Sociedad,16
2024,7,Valencia,17
2024,7,Valladolid,18
2024,7,Getafe,19
2024,7,Las Palmas,20
2024,8,Barcelona,1
2024,8,Real Madrid,2
2024,8,Villarreal,3
2024,8,Atletico Madrid,4
2024,8,Athletic Club,5
2024,8,Mallorca,6
2024,8,Osasuna,7
2024,8,Real Betis,8
2024,8,Alaves,9
2024,8,Celta Vigo,10
2024,8,Rayo Vallecano,11
2024,8,Girona,12
2024,8,Sevilla,13
2024,8,Real Sociedad,14
2024,8,Espanyol,15
2024,8,Getafe,16
2024,8,Leganes,17
2024,8,Valencia,18
2024,8,Valladolid,19
2024,8,Las Palmas,20
2024,9,Barcelona,1
2024,9,Real Madrid,2
2024,9,Atletico Madrid,3
2024,9,Villarreal,4
2024,9,Osasuna,5
2024,9,Athletic Club,6
2024,9,Mallorca,7
2024,9,Celta Vigo,8
2024,9,Rayo Vallecano,9
2024,9,Girona,10
2024,9,Real Betis,11
2024,9,Sevilla,12
2024,9,Alaves,13
2024,9,Espanyol,14
2024,9,Real Sociedad,15
2024,9,Getafe,16
2024,9,Leganes,17
2024,9,Valencia,18
2024,9,Valladolid,19
2024,9,Las Palmas,20
2024,10,Barcelona,1
2024,10,Real Madrid,2
2024,10,Atletico Madrid,3
2024,10,Villarreal,4
2024,10,Athletic Club,5
2024,10,Mallorca,6
2024,10,Osasuna,7
2024,10,Real Betis,8
2024,10,Celta Vigo,9
2024,10,Rayo Vallecano,10
2024,10,Girona,11
2024,10,Real Sociedad,12
2024,10,Sevilla,13
2024,10,Alaves,14
2024,10,Espanyol,15
2024,10,Getafe,16
2024,10,Leganes,17
2024,10,Valladolid,18
2024,10,Las Palmas,19
2024,10,Valencia,20
2024,11,Barcelona,1
2024,11,Real Madrid,2
2024,11,Villarreal,3
2024,11,Atletico Madrid,4
2024,11,Athletic Club,5
2024,11,Mallorca,6
2024,11,Osasuna,7
2024,11,Real Betis,8
2024,11,Rayo Vallecano,9
2024,11,Sevilla,10
2024,11,Celta Vigo,11
2024,11,Girona,12
2024,11,Real Sociedad,13
2024,11,Leganes,14
2024,11,Alaves,15
2024,11,Espanyol,16
2024,11,Getafe,17
2024,11,Las Palmas,18
2024,11,Valladolid,19
2024,11,Valencia,20
2024,12,Barcelona,1
2024,12,Real Madrid,2
2024,12,Atletico Madrid,3
2024,12,Villarreal,4
2024,12,Osasuna,5
2024,12,Athletic Club,6
2024,12,Real Betis,7
2024,12,Mallorca,8
2024,12,Rayo Vallecano,9
2024,12,Celta Vigo,10
2024,12,Girona,11
2024,12,Real Sociedad,12
2024,12,Sevilla,13
2024,12,Alaves,14
2024,12,Leganes,15
2024,12,Espanyol,16
2024,12,Getafe,17
2024,12,Las Palmas,18
2024,12,Valladolid,19
2024,12,Valencia,20
2024,13,Barcelona,1
2024,13,Real Madrid,2
2024,13,Atletico Madrid,3
2024,13,Villarreal,4
2024,13,Osasuna,5
2024,13,Athletic Club,6
2024,13,Real Betis,7
2024,13,Girona,8
2024,13,Mallorca,9
2024,13,Real Sociedad,10
2024,13,Celta Vigo,11
2024,13,Rayo Vallecano,12
2024,13,Sevilla,13
2024,13,Leganes,14
2024,13,Alaves,15
2024,13,Las Palmas,16
2024,13,Espanyol,17
2024,13,Getafe,18
2024,13,Valladolid,19
2024,13,Valencia,20
2024,14,Barcelona,1
2024,14,Real Madrid,2
2024,14,Atletico Madrid,3
2024,14,Villarreal,4
2024,14,Athletic Club,5
2024,14,Osasuna,6
2024,14,Girona,7
2024,14,Mallorca,8
2024,14,Real Betis,9
2024,14,Celta Vigo,10
2024,14,Real Sociedad,11
2024,14,Sevilla,12
2024,14,Rayo Vallecano,13
2024,14,Leganes,14
2024,14,Alaves,15
2024,14,Getafe,16
2024,14,Las Palmas,17
2024,14,Espanyol,18
2024,14,Valencia,19
2024,14,Valladolid,20
2024,15,Real Madrid,1
2024,15,Barcelona,2
2024,15,Atletico Madrid,3
2024,15,Villarreal,4
2024,15,Athletic Club,5
2024,15,Mallorca,6
2024,15,Osasuna,7
2024,15,Girona,8
2024,15,Real Sociedad,9
2024,15,Real Betis,10
2024,15,Sevilla,11
2024,15,Celta Vigo,12
2024,15,Rayo Vallecano,13
2024,15,Las Palmas,14
2024,15,Leganes,15
2024,15,Alaves,16
2024,15,Espanyol,17
2024,15,Getafe,18
2024,15,Valencia,19
2024,15,Valladolid,20
2024,16,Real Madrid,1
2024,16,Atletico Madrid,2
2024,16,Barcelona,3
2024,16,Athletic Club,4
2024,16,Villarreal,5
2024,16,Mallorca,6
2024,16,Osasuna,7
2024,16,Real Sociedad,8
2024,16,Girona,9
2024,16,Celta Vigo,10
2024,16,Real Betis,11
2024,16,Rayo Vallecano,12
2024,16,Sevilla,13
2024,16,Las Palmas,14
2024,16,Getafe,15
2024,16,Alaves,16
2024,16,Leganes,17
2024,16,Espanyol,18
2024,16,Valencia,19
2024,16,Valladolid,20
2024,17,Real Madrid,1
2024,17,Atletico Madrid,2
2024,17,Barcelona,3
2024,17,Athletic Club,4
2024,17,Mallorca,5
2024,17,Villarreal,6
2024,17,Osasuna,7
2024,17,Real Sociedad,8
2024,17,Real Betis,9
2024,17,Girona,10
2024,17,Sevilla,11
2024,17,Celta Vigo,12
2024,17,Rayo Vallecano,13
2024,17,Las Palmas,14
2024,17,Leganes,15
2024,17,Alaves,16
2024,17,Getafe,17
2024,17,Espanyol,18
2024,17,Valladolid,19
2024,17,Valencia,20
2024,18,Real Madrid,1
2024,18,Atletico Madrid,2
2024,18,Barcelona,3
2024,18,Athletic Club,4
2024,18,Mallorca,5
2024,18,Villarreal,6
2024,18,Girona,7
2024,18,Osasuna,8
2024,18,Real Betis,9
2024,18,Real Sociedad,10
2024,18,Celta Vigo,11
2024,18,Las Palmas,12
2024,18,Rayo Vallecano,13
2024,18,Sevilla,14
2024,18,Leganes,15
2024,18,Alaves,16
2024,18,Getafe,17
2024,18,Espanyol,18
2024,18,Valencia,19
2024,18,Valladolid,20
2024,19,Atletico Madrid,1
2024,19,Real Madrid,2
2024,19,Barcelona,3
2024,19,Athletic Club,4
2024,19,Mallorca,5
2024,19,Villarreal,6
2024,19,Girona,7
2024,19,Real Sociedad,8
2024,19,Osasuna,9
2024,19,Rayo Vallecano,10
2024,19,Real Betis,11
2024,19,Celta Vigo,12
2024,19,Sevilla,13
2024,19,Las Palmas,14
2024,19,Getafe,15
2024,19,Leganes,16
2024,19,Alaves,17
2024,19,Espanyol,18
2024,19,Valladolid,19
2024,19,Valencia,20
2024,20,Real Madrid,1
2024,20,Atletico Madrid,2
2024,20,Athletic Club,3
2024,20,Barcelona,4
2024,20,Villarreal,5
2024,20,Mallorca,6
2024,20,Girona,7
2024,20,Real Sociedad,8
2024,20,Osasuna,9
2024,20,Rayo Vallecano,10
2024,20,Sevilla,11
2024,20,Real Betis,12
2024,20,Celta Vigo,13
2024,20,Las Palmas,14
2024,20,Leganes,15
2024,20,Alaves,16
2024,20,Getafe,17
2024,20,Espanyol,18
2024,20,Valencia,19
2024,20,Valladolid,20
2024,21,Real Madrid,1
2024,21,Atletico Madrid,2
2024,21,Barcelona,3
2024,21,Athletic Club,4
2024,21,Villarreal,5
2024,21,Mallorca,6
2024,21,Rayo Vallecano,7
2024,21,Girona,8
2024,21,Real Betis,9
2024,21,Real Sociedad,10
2024,21,Osasuna,11
2024,21,Sevilla,12
2024,21,Celta Vigo,13
2024,21,Getafe,14
2024,21,Las Palmas,15
2024,21,Leganes,16
2024,21,Alaves,17
2024,21,Espanyol,18
2024,21,Valencia,19
2024,21,Valladolid,20
2024,22,Real Madrid,1
2024,22,Atletico Madrid,2
2024,22,Barcelona,3
2024,22,Athletic Club,4
2024,22,Villarreal,5
2024,22,Rayo Vallecano,6
2024,22,Girona,7
2024,22,Mallorca,8
2024,22,Osasuna,9
2024,22,Real Betis,10
2024,22,Real Sociedad,11
2024,22,Sevilla,12
2024,22,Celta Vigo,13
2024,22,Getafe,14
2024,22,Espanyol,15
2024,22,Las Palmas,16
2024,22,Leganes,17
2024,22,Alaves,18
2024,22,Valencia,19
2024,22,Valladolid,20
2024,23,Real Madrid,1
2024,23,Atletico Madrid,2
2024,23,Barcelona,3
2024,23,Athletic Club,4
2024,23,Villarreal,5
2024,23,Rayo Vallecano,6
2024,23,Girona,7
2024,23,Mallorca,8
2024,23,Osasuna,9
2024,23,Real Sociedad,10
2024,23,Real Betis,11
2024,23,Celta Vigo,12
2024,23,Sevilla,13
2024,23,Getafe,14
2024,23,Espanyol,15
2024,23,Las Palmas,16
2024,23,Leganes,17
2024,23,Valencia,18
2024,23,Alaves,19
2024,23,Valladolid,20
2024,24,Barcelona,1
2024,24,Real Madrid,2
2024,24,Atletico Madrid,3
2024,24,Athletic Club,4
2024,24,Villarreal,5
2024,24,Rayo Vallecano,6
2024,24,Mallorca,7
2024,24,Osasuna,8
2024,24,Real Betis,9
2024,24,Girona,10
2024,24,Real Sociedad,11
2024,24,Sevilla,12
2024,24,Getafe,13
2024,24,Celta Vigo,14
2024,24,Espanyol,15
2024,24,Leganes,16
2024,24,Las Palmas,17
2024,24,Valencia,18
2024,24,Alaves,19
2024,24,Valladolid,20
2024,25,Barcelona,1
2024,25,Real Madrid,2
2024,25,Atletico Madrid,3
2024,25,Athletic Club,4
2024,25,Villarreal,5
2024,25,Mallorca,6
2024,25,Rayo Vallecano,7
2024,25,Real Betis,8
2024,25,Real Sociedad,9
2024,25,Celta Vigo,10
2024,25,Osasuna,11
2024,25,Sevilla,12
2024,25,Girona,13
2024,25,Getafe,14
2024,25,Espanyol,15
2024,25,Leganes,16
2024,25,Las Palmas,17
2024,25,Valencia,18
2024,25,Alaves,19
2024,25,Valladolid,20
2024,26,Barcelona,1
2024,26,Atletico Madrid,2
2024,26,Real Madrid,3
2024,26,Athletic Club,4
2024,26,Villarreal,5
2024,26,Real Betis,6
2024,26,Mallorca,7
2024,26,Rayo Vallecano,8
2024,26,Real Sociedad,9
2024,26,Celta Vigo,10
2024,26,Osasuna,11
2024,26,Sevilla,12
2024,26,Girona,13
2024,26,Getafe,14
2024,26,Espanyol,15
2024,26,Leganes,16
2024,26,Las Palmas,17
2024,26,Valencia,18
2024,26,Alaves,19
2024,26,Valladolid,20
2024,27,Barcelona,1
2024,27,Real Madrid,2
2024,27,Atletico Madrid,3
2024,27,Athletic Club,4
2024,27,Villarreal,5
2024,27,Real Betis,6
2024,27,Mallorca,7
2024,27,Celta Vigo,8
2024,27,Rayo Vallecano,9
2024,27,Sevilla,10
2024,27,Real Sociedad,11
2024,27,Getafe,12
2024,27,Girona,13
2024,27,Osasuna,14
2024,27,Espanyol,15
2024,27,Leganes,16
2024,27,Valencia,17
2024,27,Alaves,18
2024,27,Las Palmas,19
2024,27,Valladolid,20
2024,28,Barcelona,1
2024,28,Real Madrid,2
2024,28,Atletico Madrid,3
2024,28,Athletic Club,4
2024,28,Villarreal,5
2024,28,Real Betis,6
2024,28,Mallorca,7
2024,28,Celta Vigo,8
2024,28,Rayo Vallecano,9
2024,28,Getafe,10
2024,28,Sevilla,11
2024,28,Real Sociedad,12
2024,28,Girona,13
2024,28,Osasuna,14
2024,28,Espanyol,15
2024,28,Valencia,16
2024,28,Alaves,17
2024,28,Leganes,18
2024,28,Las Palmas,19
2024,28,Valladolid,20
2024,29,Barcelona,1
2024,29,Real Madrid,2
2024,29,Atletico Madrid,3
2024,29,Athletic Club,4
2024,29,Villarreal,5
2024,29,Real Betis,6
2024,29,Celta Vigo,7
2024,29,Mallorca,8
2024,29,Rayo Vallecano,9
2024,29,Real Sociedad,10
2024,29,Getafe,11
2024,29,Sevilla,12
2024,29,Girona,13
2024,29,Osasuna,14
2024,29,Valencia,15
2024,29,Espanyol,16
2024,29,Alaves,17
2024,29,Leganes,18
2024,29,Las Palmas,19
2024,29,Valladolid,20
2024,30,Barcelona,1
2024,30,Real Madrid,2
2024,30,Atletico Madrid,3
2024,30,Athletic Club,4
2024,30,Villarreal,5
2024,30,Real Betis,6
2024,30,Celta Vigo,7
2024,30,Real Sociedad,8
2024,30,Mallorca,9
2024,30,Rayo Vallecano,10
2024,30,Getafe,11
2024,30,Sevilla,12
2024,30,Osasuna,13
2024,30,Girona,14
2024,30,Valencia,15
2024,30,Espanyol,16
2024,30,Alaves,17
2024,30,Leganes,18
2024,30,Las Palmas,19
2024,30,Valladolid,20
2024,31,Barcelona,1
2024,31,Real Madrid,2
2024,31,Atletico Madrid,3
2024,31,Athletic Club,4
2024,31,Villarreal,5
2024,31,Real Betis,6
2024,31,Celta Vigo,7
2024,31,Mallorca,8
2024,31,Real Sociedad,9
2024,31,Rayo Vallecano,10
2024,31,Getafe,11
2024,31,Osasuna,12
2024,31,Valencia,13
2024,31,Sevilla,14
2024,31,Espanyol,15
2024,31,Girona,16
2024,31,Alaves,17
2024,31,Las Palmas,18
2024,31,Leganes,19
2024,31,Valladolid,20
2024,32,Barcelona,1
2024,32,Real Madrid,2
2024,32,Atletico Madrid,3
2024,32,Athletic Club,4
2024,32,Villarreal,5
2024,32,Real Betis,6
2024,32,Mallorca,7
2024,32,Celta Vigo,8
2024,32,Real Sociedad,9
2024,32,Osasuna,10
2024,32,Rayo Vallecano,11
2024,32,Getafe,12
2024,32,Espanyol,13
2024,32,Valencia,14
2024,32,Sevilla,15
2024,32,Girona,16
2024,32,Las Palmas,17
2024,32,Alaves,18
2024,32,Leganes,19
2024,32,Valladolid,20
2024,33,Barcelona,1
2024,33,Real Madrid,2
2024,33,Atletico Madrid,3
2024,33,Athletic Club,4
2024,33,Villarreal,5
2024,33,Real Betis,6
2024,33,Celta Vigo,7
2024,33,Mallorca,8
2024,33,Osasuna,9
2024,33,Real Sociedad,10
2024,33,Rayo Vallecano,11
2024,33,Espanyol,12
2024,33,Getafe,13
2024,33,Valencia,14
2024,33,Sevilla,15
2024,33,Girona,16
2024,33,Alaves,17
2024,33,Las Palmas,18
2024,33,Leganes,19
2024,33,Valladolid,20
2024,34,Barcelona,1
2024,34,Real Madrid,2
2024,34,Atletico Madrid,3
2024,34,Athletic Club,4
2024,34,Villarreal,5
2024,34,Real Betis,6
2024,34,Celta Vigo,7
2024,34,Mallorca,8
2024,34,Osasuna,9
2024,34,Rayo Vallecano,10
2024,34,Real Sociedad,11
2024,34,Valencia,12
2024,34,Espanyol,13
2024,34,Getafe,14
2024,34,Sevilla,15
2024,34,Alaves,16
2024,34,Girona,17
2024,34,Las Palmas,18
2024,34,Leganes,19
2024,34,Valladolid,20
