season,date,home,away,home_goals,away_goals,is_draw
2023,2023-10-07T11:30:00+00:00,Luton,Tottenham,0,1,False
2023,2023-10-07T14:00:00+00:00,Manchester United,Brentford,2,1,False
2023,2023-10-07T14:00:00+00:00,Fulham,Sheffield Utd,3,1,False
2023,2023-10-07T14:00:00+00:00,Burnley,Chelsea,1,4,False
2023,2023-10-07T14:00:00+00:00,Everton,Bournemouth,3,0,False
2023,2023-10-07T16:30:00+00:00,Crystal Palace,Nottingham Forest,0,0,True
2023,2023-10-08T13:00:00+00:00,Wolves,Aston Villa,1,1,True
2023,2023-10-08T13:00:00+00:00,West Ham,Newcastle,2,2,True
2023,2023-10-08T13:00:00+00:00,Brighton,Liverpool,2,2,True
2023,2023-10-08T15:30:00+00:00,Arsenal,Manchester City,1,0,False
2023,2023-10-21T11:30:00+00:00,Liverpool,Everton,2,0,False
2023,2023-10-21T14:00:00+00:00,Newcastle,Crystal Palace,4,0,False
2023,2023-10-21T14:00:00+00:00,Bournemouth,Wolves,1,2,False
2023,2023-10-21T14:00:00+00:00,Manchester City,Brighton,2,1,False
2023,2023-10-21T14:00:00+00:00,Brentford,Burnley,3,0,False
2023,2023-10-21T14:00:00+00:00,Nottingham Forest,Luton,2,2,True
2023,2023-10-21T16:30:00+00:00,Chelsea,Arsenal,2,2,True
2023,2023-10-21T19:00:00+00:00,Sheffield Utd,Manchester United,1,2,False
2023,2023-10-22T15:30:00+00:00,Aston Villa,West Ham,4,1,False
2023,2023-10-23T19:00:00+00:00,Tottenham,Fulham,2,0,False
2023,2023-10-27T19:00:00+00:00,Crystal Palace,Tottenham,1,2,False
2023,2023-10-28T11:30:00+00:00,Chelsea,Brentford,0,2,False
2023,2023-10-28T14:00:00+00:00,Bournemouth,Burnley,2,1,False
2023,2023-10-28T14:00:00+00:00,Arsenal,Sheffield Utd,5,0,False
2023,2023-10-28T16:30:00+00:00,Wolves,Newcastle,2,2,True
2023,2023-10-29T13:00:00+00:00,West Ham,Everton,0,1,False
2023,2023-10-29T14:00:00+00:00,Liverpool,Nottingham Forest,3,0,False
2023,2023-10-29T14:00:00+00:00,Brighton,Fulham,1,1,True
2023,2023-10-29T14:00:00+00:00,Aston Villa,Luton,3,1,False
2023,2023-10-29T15:30:00+00:00,Manchester United,Manchester City,0,3,False
2023,2023-11-04T12:30:00+00:00,Fulham,Manchester United,0,1,False
2023,2023-11-04T15:00:00+00:00,Burnley,Crystal Palace,0,2,False
2023,2023-11-04T15:00:00+00:00,Everton,Brighton,1,1,True
2023,2023-11-04T15:00:00+00:00,Manchester City,Bournemouth,6,1,False
2023,2023-11-04T15:00:00+00:00,Brentford,West Ham,3,2,False
2023,2023-11-04T15:00:00+00:00,Sheffield Utd,Wolves,2,1,False
2023,2023-11-04T17:30:00+00:00,Newcastle,Arsenal,1,0,False
2023,2023-11-05T14:00:00+00:00,Nottingham Forest,Aston Villa,2,0,False
2023,2023-11-05T16:30:00+00:00,Luton,Liverpool,1,1,True
2023,2023-11-06T20:00:00+00:00,Tottenham,Chelsea,1,4,False
2023,2023-11-11T12:30:00+00:00,Wolves,Tottenham,2,1,False
2023,2023-11-11T15:00:00+00:00,Manchester United,Luton,1,0,False
2023,2023-11-11T15:00:00+00:00,Arsenal,Burnley,3,1,False
2023,2023-11-11T15:00:00+00:00,Crystal Palace,Everton,2,3,False
2023,2023-11-11T17:30:00+00:00,Bournemouth,Newcastle,2,0,False
2023,2023-11-12T14:00:00+00:00,Liverpool,Brentford,3,0,False
2023,2023-11-12T14:00:00+00:00,West Ham,Nottingham Forest,3,2,False
2023,2023-11-12T14:00:00+00:00,Brighton,Sheffield Utd,1,1,True
2023,2023-11-12T14:00:00+00:00,Aston Villa,Fulham,3,1,False
2023,2023-11-12T16:30:00+00:00,Chelsea,Manchester City,4,4,True
2023,2023-11-25T12:30:00+00:00,Manchester City,Liverpool,1,1,True
2023,2023-11-25T15:00:00+00:00,Newcastle,Chelsea,4,1,False
2023,2023-11-25T15:00:00+00:00,Burnley,West Ham,1,2,False
2023,2023-11-25T15:00:00+00:00,Sheffield Utd,Bournemouth,1,3,False
2023,2023-11-25T15:00:00+00:00,Nottingham Forest,Brighton,2,3,False
2023,2023-11-25T15:00:00+00:00,Luton,Crystal Palace,2,1,False
2023,2023-11-25T17:30:00+00:00,Brentford,Arsenal,0,1,False
2023,2023-11-26T14:00:00+00:00,Tottenham,Aston Villa,1,2,False
2023,2023-11-26T16:30:00+00:00,Everton,Manchester United,0,3,False
2023,2023-11-27T20:00:00+00:00,Fulham,Wolves,3,2,False
2023,2023-12-02T15:00:00+00:00,Arsenal,Wolves,2,1,False
2023,2023-12-02T15:00:00+00:00,Burnley,Sheffield Utd,5,0,False
2023,2023-12-02T15:00:00+00:00,Brentford,Luton,3,1,False
2023,2023-12-02T17:30:00+00:00,Nottingham Forest,Everton,0,1,False
2023,2023-12-02T20:00:00+00:00,Newcastle,Manchester United,1,0,False
2023,2023-12-03T14:00:00+00:00,Bournemouth,Aston Villa,2,2,True
2023,2023-12-03T14:00:00+00:00,Liverpool,Fulham,4,3,False
2023,2023-12-03T14:00:00+00:00,West Ham,Crystal Palace,1,1,True
2023,2023-12-03T14:00:00+00:00,Chelsea,Brighton,3,2,False
2023,2023-12-03T16:30:00+00:00,Manchester City,Tottenham,3,3,True
2023,2023-12-05T19:30:00+00:00,Wolves,Burnley,1,0,False
2023,2023-12-05T20:15:00+00:00,Luton,Arsenal,3,4,False
2023,2023-12-06T19:30:00+00:00,Fulham,Nottingham Forest,5,0,False
2023,2023-12-06T19:30:00+00:00,Brighton,Brentford,2,1,False
2023,2023-12-06T19:30:00+00:00,Crystal Palace,Bournemouth,0,2,False
2023,2023-12-06T19:30:00+00:00,Sheffield Utd,Liverpool,0,2,False
2023,2023-12-06T20:15:00+00:00,Manchester United,Chelsea,2,1,False
2023,2023-12-06T20:15:00+00:00,Aston Villa,Manchester City,1,0,False
2023,2023-12-07T19:30:00+00:00,Everton,Newcastle,3,0,False
2023,2023-12-07T20:15:00+00:00,Tottenham,West Ham,1,2,False
2023,2023-12-09T12:30:00+00:00,Crystal Palace,Liverpool,1,2,False
2023,2023-12-09T15:00:00+00:00,Manchester United,Bournemouth,0,3,False
2023,2023-12-09T15:00:00+00:00,Wolves,Nottingham Forest,1,1,True
2023,2023-12-09T15:00:00+00:00,Brighton,Burnley,1,1,True
2023,2023-12-09T15:00:00+00:00,Sheffield Utd,Brentford,1,0,False
2023,2023-12-09T17:30:00+00:00,Aston Villa,Arsenal,1,0,False
2023,2023-12-10T14:00:00+00:00,Fulham,West Ham,5,0,False
2023,2023-12-10T14:00:00+00:00,Everton,Chelsea,2,0,False
2023,2023-12-10T14:00:00+00:00,Luton,Manchester City,1,2,False
2023,2023-12-10T16:30:00+00:00,Tottenham,Newcastle,4,1,False
2023,2023-12-15T20:00:00+00:00,Nottingham Forest,Tottenham,0,2,False
2023,2023-12-16T15:00:00+00:00,Newcastle,Fulham,3,0,False
2023,2023-12-16T15:00:00+00:00,Chelsea,Sheffield Utd,2,0,False
2023,2023-12-16T15:00:00+00:00,Manchester City,Crystal Palace,2,2,True
2023,2023-12-16T17:30:00+00:00,Burnley,Everton,0,2,False
2023,2023-12-17T14:00:00+00:00,Arsenal,Brighton,2,0,False
2023,2023-12-17T14:00:00+00:00,West Ham,Wolves,3,0,False
2023,2023-12-17T14:00:00+00:00,Brentford,Aston Villa,1,2,False
2023,2023-12-17T16:30:00+00:00,Liverpool,Manchester United,0,0,True
2023,2023-12-21T20:00:00+00:00,Crystal Palace,Brighton,1,1,True
2023,2023-12-22T20:00:00+00:00,Aston Villa,Sheffield Utd,1,1,True
2023,2023-12-23T12:30:00+00:00,West Ham,Manchester United,2,0,False
2023,2023-12-23T15:00:00+00:00,Fulham,Burnley,0,2,False
2023,2023-12-23T15:00:00+00:00,Tottenham,Everton,2,1,False
2023,2023-12-23T15:00:00+00:00,Nottingham Forest,Bournemouth,2,3,False
2023,2023-12-23T15:00:00+00:00,Luton,Newcastle,1,0,False
2023,2023-12-23T17:30:00+00:00,Liverpool,Arsenal,1,1,True
2023,2023-12-24T13:00:00+00:00,Wolves,Chelsea,2,1,False
2023,2023-12-26T12:30:00+00:00,Newcastle,Nottingham Forest,1,3,False
2023,2023-12-26T15:00:00+00:00,Bournemouth,Fulham,3,0,False
2023,2023-12-26T15:00:00+00:00,Sheffield Utd,Luton,2,3,False
2023,2023-12-26T17:30:00+00:00,Burnley,Liverpool,0,2,False
2023,2023-12-26T20:00:00+00:00,Manchester United,Aston Villa,3,2,False
2023,2023-12-27T19:30:00+00:00,Chelsea,Crystal Palace,2,1,False
2023,2023-12-27T19:30:00+00:00,Brentford,Wolves,1,4,False
2023,2023-12-27T20:15:00+00:00,Everton,Manchester City,1,3,False
2023,2023-12-28T19:30:00+00:00,Brighton,Tottenham,4,2,False
2023,2023-12-28T20:15:00+00:00,Arsenal,West Ham,0,2,False
2023,2023-12-30T12:30:00+00:00,Luton,Chelsea,2,3,False
2023,2023-12-30T15:00:00+00:00,Wolves,Everton,3,0,False
2023,2023-12-30T15:00:00+00:00,Manchester City,Sheffield Utd,2,0,False
2023,2023-12-30T15:00:00+00:00,Crystal Palace,Brentford,3,1,False
2023,2023-12-30T15:00:00+00:00,Aston Villa,Burnley,3,2,False
2023,2023-12-30T17:30:00+00:00,Nottingham Forest,Manchester United,2,1,False
2023,2023-12-31T14:00:00+00:00,Fulham,Arsenal,2,1,False
2023,2023-12-31T14:00:00+00:00,Tottenham,Bournemouth,3,1,False
2023,2024-01-01T20:00:00+00:00,Liverpool,Newcastle,4,2,False
2023,2024-01-02T19:30:00+00:00,West Ham,Brighton,0,0,True
2023,2024-01-12T19:45:00+00:00,Burnley,Luton,1,1,True
2023,2024-01-13T12:30:00+00:00,Chelsea,Fulham,1,0,False
2023,2024-01-13T17:30:00+00:00,Newcastle,Manchester City,2,3,False
2023,2024-01-14T14:00:00+00:00,Everton,Aston Villa,0,0,True
2023,2024-01-14T16:30:00+00:00,Manchester United,Tottenham,2,2,True
2023,2024-01-20T12:30:00+00:00,Arsenal,Crystal Palace,5,0,False
2023,2024-01-20T17:30:00+00:00,Brentford,Nottingham Forest,3,2,False
2023,2024-01-21T14:00:00+00:00,Sheffield Utd,West Ham,2,2,True
2023,2024-01-21T16:30:00+00:00,Bournemouth,Liverpool,0,4,False
2023,2024-01-22T19:45:00+00:00,Brighton,Wolves,0,0,True
2023,2024-01-30T19:30:00+00:00,Nottingham Forest,Arsenal,1,2,False
2023,2024-01-30T19:45:00+00:00,Fulham,Everton,0,0,True
2023,2024-01-30T19:45:00+00:00,Luton,Brighton,4,0,False
2023,2024-01-30T20:00:00+00:00,Crystal Palace,Sheffield Utd,3,2,False
2023,2024-01-30T20:15:00+00:00,Aston Villa,Newcastle,1,3,False
2023,2024-01-31T19:30:00+00:00,Tottenham,Brentford,3,2,False
2023,2024-01-31T19:30:00+00:00,Manchester City,Burnley,3,1,False
2023,2024-01-31T20:15:00+00:00,Liverpool,Chelsea,4,1,False
2023,2024-02-01T19:30:00+00:00,West Ham,Bournemouth,1,1,True
2023,2024-02-01T20:15:00+00:00,Wolves,Manchester United,3,4,False
2023,2024-02-03T12:30:00+00:00,Everton,Tottenham,2,2,True
2023,2024-02-03T15:00:00+00:00,Newcastle,Luton,4,4,True
2023,2024-02-03T15:00:00+00:00,Burnley,Fulham,2,2,True
2023,2024-02-03T15:00:00+00:00,Brighton,Crystal Palace,4,1,False
2023,2024-02-03T17:30:00+00:00,Sheffield Utd,Aston Villa,0,5,False
2023,2024-02-04T14:00:00+00:00,Manchester United,West Ham,3,0,False
2023,2024-02-04T14:00:00+00:00,Bournemouth,Nottingham Forest,1,1,True
2023,2024-02-04T14:00:00+00:00,Chelsea,Wolves,2,4,False
2023,2024-02-04T16:30:00+00:00,Arsenal,Liverpool,3,1,False
2023,2024-02-05T20:00:00+00:00,Brentford,Manchester City,1,3,False
2023,2024-02-10T12:30:00+00:00,Manchester City,Everton,2,0,False
2023,2024-02-10T15:00:00+00:00,Fulham,Bournemouth,3,1,False
2023,2024-02-10T15:00:00+00:00,Wolves,Brentford,0,2,False
2023,2024-02-10T15:00:00+00:00,Liverpool,Burnley,3,1,False
2023,2024-02-10T15:00:00+00:00,Tottenham,Brighton,2,1,False
2023,2024-02-10T15:00:00+00:00,Luton,Sheffield Utd,1,3,False
2023,2024-02-10T17:30:00+00:00,Nottingham Forest,Newcastle,2,3,False
2023,2024-02-11T14:00:00+00:00,West Ham,Arsenal,0,6,False
2023,2024-02-11T16:30:00+00:00,Aston Villa,Manchester United,1,2,False
2023,2024-02-12T20:00:00+00:00,Crystal Palace,Chelsea,1,3,False
2023,2024-02-17T12:30:00+00:00,Brentford,Liverpool,1,4,False
2023,2024-02-17T15:00:00+00:00,Newcastle,Bournemouth,2,2,True
2023,2024-02-17T15:00:00+00:00,Fulham,Aston Villa,1,2,False
2023,2024-02-17T15:00:00+00:00,Burnley,Arsenal,0,5,False
2023,2024-02-17T15:00:00+00:00,Tottenham,Wolves,1,2,False
2023,2024-02-17T15:00:00+00:00,Nottingham Forest,West Ham,2,0,False
2023,2024-02-17T17:30:00+00:00,Manchester City,Chelsea,1,1,True
2023,2024-02-18T14:00:00+00:00,Sheffield Utd,Brighton,0,5,False
2023,2024-02-18T16:30:00+00:00,Luton,Manchester United,1,2,False
2023,2024-02-19T20:00:00+00:00,Everton,Crystal Palace,1,1,True
2023,2024-02-20T19:30:00+00:00,Manchester City,Brentford,1,0,False
2023,2024-02-21T19:30:00+00:00,Liverpool,Luton,4,1,False
2023,2024-02-24T15:00:00+00:00,Manchester United,Fulham,1,2,False
2023,2024-02-24T15:00:00+00:00,Brighton,Everton,1,1,True
2023,2024-02-24T15:00:00+00:00,Crystal Palace,Burnley,3,0,False
2023,2024-02-24T15:00:00+00:00,Aston Villa,Nottingham Forest,4,2,False
2023,2024-02-24T17:30:00+00:00,Bournemouth,Manchester City,0,1,False
2023,2024-02-24T20:00:00+00:00,Arsenal,Newcastle,4,1,False
2023,2024-02-25T13:30:00+00:00,Wolves,Sheffield Utd,1,0,False
2023,2024-02-26T20:00:00+00:00,West Ham,Brentford,4,2,False
2023,2024-03-02T15:00:00+00:00,Newcastle,Wolves,3,0,False
2023,2024-03-02T15:00:00+00:00,Fulham,Brighton,3,0,False
2023,2024-03-02T15:00:00+00:00,Everton,West Ham,1,3,False
2023,2024-03-02T15:00:00+00:00,Tottenham,Crystal Palace,3,1,False
2023,2024-03-02T15:00:00+00:00,Brentford,Chelsea,2,2,True
2023,2024-03-02T15:00:00+00:00,Nottingham Forest,Liverpool,0,1,False
2023,2024-03-02T17:30:00+00:00,Luton,Aston Villa,2,3,False
2023,2024-03-03T13:00:00+00:00,Burnley,Bournemouth,0,2,False
2023,2024-03-03T15:30:00+00:00,Manchester City,Manchester United,3,1,False
2023,2024-03-04T20:00:00+00:00,Sheffield Utd,Arsenal,0,6,False
2023,2024-03-09T12:30:00+00:00,Manchester United,Everton,2,0,False
2023,2024-03-09T15:00:00+00:00,Bournemouth,Sheffield Utd,2,2,True
2023,2024-03-09T15:00:00+00:00,Wolves,Fulham,2,1,False
2023,2024-03-09T15:00:00+00:00,Crystal Palace,Luton,1,1,True
2023,2024-03-09T17:30:00+00:00,Arsenal,Brentford,2,1,False
2023,2024-03-10T13:00:00+00:00,Aston Villa,Tottenham,0,4,False
2023,2024-03-10T14:00:00+00:00,West Ham,Burnley,2,2,True
2023,2024-03-10T14:00:00+00:00,Brighton,Nottingham Forest,1,0,False
2023,2024-03-10T15:45:00+00:00,Liverpool,Manchester City,1,1,True
2023,2024-03-11T20:00:00+00:00,Chelsea,Newcastle,3,2,False
2023,2024-03-13T19:30:00+00:00,Bournemouth,Luton,4,3,False
2023,2024-03-16T15:00:00+00:00,Burnley,Brentford,2,1,False
2023,2024-03-16T15:00:00+00:00,Luton,Nottingham Forest,1,1,True
2023,2024-03-16T17:30:00+00:00,Fulham,Tottenham,3,0,False
2023,2024-03-17T14:00:00+00:00,West Ham,Aston Villa,1,1,True
2023,2024-03-30T12:30:00+00:00,Newcastle,West Ham,4,3,False
2023,2024-03-30T15:00:00+00:00,Bournemouth,Everton,2,1,False
2023,2024-03-30T15:00:00+00:00,Tottenham,Luton,2,1,False
2023,2024-03-30T15:00:00+00:00,Chelsea,Burnley,2,2,True
2023,2024-03-30T15:00:00+00:00,Sheffield Utd,Fulham,3,3,True
2023,2024-03-30T15:00:00+00:00,Nottingham Forest,Crystal Palace,1,1,True
2023,2024-03-30T17:30:00+00:00,Aston Villa,Wolves,2,0,False
2023,2024-03-30T20:00:00+00:00,Brentford,Manchester United,1,1,True
2023,2024-03-31T13:00:00+00:00,Liverpool,Brighton,2,1,False
2023,2024-03-31T15:30:00+00:00,Manchester City,Arsenal,0,0,True
2023,2024-04-02T18:30:00+00:00,Newcastle,Everton,1,1,True
2023,2024-04-02T18:30:00+00:00,Nottingham Forest,Fulham,3,1,False
2023,2024-04-02T18:45:00+00:00,Bournemouth,Crystal Palace,1,0,False
2023,2024-04-02T18:45:00+00:00,Burnley,Wolves,1,1,True
2023,2024-04-02T19:15:00+00:00,West Ham,Tottenham,1,1,True
2023,2024-04-03T18:30:00+00:00,Arsenal,Luton,2,0,False
2023,2024-04-03T18:30:00+00:00,Brentford,Brighton,0,0,True
2023,2024-04-03T19:15:00+00:00,Manchester City,Aston Villa,4,1,False
2023,2024-04-04T18:30:00+00:00,Liverpool,Sheffield Utd,3,1,False
2023,2024-04-04T19:15:00+00:00,Chelsea,Manchester United,4,3,False
2023,2024-04-06T11:30:00+00:00,Crystal Palace,Manchester City,2,4,False
2023,2024-04-06T14:00:00+00:00,Fulham,Newcastle,0,1,False
2023,2024-04-06T14:00:00+00:00,Wolves,West Ham,1,2,False
2023,2024-04-06T14:00:00+00:00,Everton,Burnley,1,0,False
2023,2024-04-06T14:00:00+00:00,Aston Villa,Brentford,3,3,True
2023,2024-04-06T14:00:00+00:00,Luton,Bournemouth,2,1,False
2023,2024-04-06T16:30:00+00:00,Brighton,Arsenal,0,3,False
2023,2024-04-07T14:30:00+00:00,Manchester United,Liverpool,2,2,True
2023,2024-04-07T16:30:00+00:00,Sheffield Utd,Chelsea,2,2,True
2023,2024-04-07T17:00:00+00:00,Tottenham,Nottingham Forest,3,1,False
2023,2024-04-13T11:30:00+00:00,Newcastle,Tottenham,4,0,False
2023,2024-04-13T14:00:00+00:00,Burnley,Brighton,1,1,True
2023,2024-04-13T14:00:00+00:00,Manchester City,Luton,5,1,False
2023,2024-04-13T14:00:00+00:00,Brentford,Sheffield Utd,2,0,False
2023,2024-04-13T14:00:00+00:00,Nottingham Forest,Wolves,2,2,True
2023,2024-04-13T16:30:00+00:00,Bournemouth,Manchester United,2,2,True
2023,2024-04-14T13:00:00+00:00,Liverpool,Crystal Palace,0,1,False
2023,2024-04-14T13:00:00+00:00,West Ham,Fulham,0,2,False
2023,2024-04-14T15:30:00+00:00,Arsenal,Aston Villa,0,2,False
2023,2024-04-15T19:00:00+00:00,Chelsea,Everton,6,0,False
2023,2024-04-20T14:00:00+00:00,Sheffield Utd,Burnley,1,4,False
2023,2024-04-20T14:00:00+00:00,Luton,Brentford,1,5,False
2023,2024-04-20T18:30:00+00:00,Wolves,Arsenal,0,2,False
2023,2024-04-21T12:30:00+00:00,Everton,Nottingham Forest,2,0,False
2023,2024-04-21T14:00:00+00:00,Crystal Palace,West Ham,5,2,False
2023,2024-04-21T14:00:00+00:00,Aston Villa,Bournemouth,3,1,False
2023,2024-04-21T15:30:00+00:00,Fulham,Liverpool,1,3,False
2023,2024-04-23T19:00:00+00:00,Arsenal,Chelsea,5,0,False
2023,2024-04-24T18:45:00+00:00,Wolves,Bournemouth,0,1,False
2023,2024-04-24T19:00:00+00:00,Manchester United,Sheffield Utd,4,2,False
2023,2024-04-24T19:00:00+00:00,Everton,Liverpool,2,0,False
2023,2024-04-24T19:00:00+00:00,Crystal Palace,Newcastle,2,0,False
2023,2024-04-25T19:00:00+00:00,Brighton,Manchester City,0,4,False
2023,2024-04-27T11:30:00+00:00,West Ham,Liverpool,2,2,True
2023,2024-04-27T14:00:00+00:00,Manchester United,Burnley,1,1,True
2023,2024-04-27T14:00:00+00:00,Newcastle,Sheffield Utd,5,1,False
2023,2024-04-27T14:00:00+00:00,Fulham,Crystal Palace,1,1,True
2023,2024-04-27T14:00:00+00:00,Wolves,Luton,2,1,False
2023,2024-04-27T16:30:00+00:00,Everton,Brentford,1,0,False
2023,2024-04-27T19:00:00+00:00,Aston Villa,Chelsea,2,2,True
2023,2024-04-28T13:00:00+00:00,Bournemouth,Brighton,3,0,False
2023,2024-04-28T13:00:00+00:00,Tottenham,Arsenal,2,3,False
2023,2024-04-28T15:30:00+00:00,Nottingham Forest,Manchester City,0,2,False
2023,2024-05-02T18:30:00+00:00,Chelsea,Tottenham,2,0,False
2023,2024-05-03T19:00:00+00:00,Luton,Everton,1,1,True
2023,2024-05-04T11:30:00+00:00,Arsenal,Bournemouth,3,0,False
2023,2024-05-04T14:00:00+00:00,Burnley,Newcastle,1,4,False
2023,2024-05-04T14:00:00+00:00,Brentford,Fulham,0,0,True
2023,2024-05-04T14:00:00+00:00,Sheffield Utd,Nottingham Forest,1,3,False
2023,2024-05-04T16:30:00+00:00,Manchester City,Wolves,5,1,False
2023,2024-05-05T13:00:00+00:00,Chelsea,West Ham,5,0,False
2023,2024-05-05T13:00:00+00:00,Brighton,Aston Villa,1,0,False
2023,2024-05-05T15:30:00+00:00,Liverpool,Tottenham,4,2,False
2023,2024-05-06T19:00:00+00:00,Crystal Palace,Manchester United,4,0,False
2023,2024-05-11T11:30:00+00:00,Fulham,Manchester City,0,4,False
2023,2024-05-11T14:00:00+00:00,Newcastle,Brighton,1,1,True
2023,2024-05-11T14:00:00+00:00,Bournemouth,Brentford,1,2,False
2023,2024-05-11T14:00:00+00:00,Wolves,Crystal Palace,1,3,False
2023,2024-05-11T14:00:00+00:00,Everton,Sheffield Utd,1,0,False
2023,2024-05-11T14:00:00+00:00,Tottenham,Burnley,2,1,False
2023,2024-05-11T14:00:00+00:00,West Ham,Luton,3,1,False
2023,2024-05-11T16:30:00+00:00,Nottingham Forest,Chelsea,2,3,False
2023,2024-05-12T15:30:00+00:00,Manchester United,Arsenal,0,1,False
2023,2024-05-13T19:00:00+00:00,Aston Villa,Liverpool,3,3,True
