season,date,home,away,home_goals,away_goals,is_draw
2019,2019-09-16T19:00:00+00:00,Aston Villa,West Ham,0,0,True
2019,2019-09-20T19:00:00+00:00,Southampton,Bournemouth,1,3,False
2019,2019-09-21T11:30:00+00:00,Leicester,Tottenham,2,1,False
2019,2019-09-21T14:00:00+00:00,Burnley,Norwich,2,0,False
2019,2019-09-21T14:00:00+00:00,Everton,Sheffield Utd,0,2,False
2019,2019-09-21T14:00:00+00:00,Manchester City,Watford,8,0,False
2019,2019-09-21T16:30:00+00:00,Newcastle,Brighton,0,0,True
2019,2019-09-22T13:00:00+00:00,West Ham,Manchester United,2,0,False
2019,2019-09-22T13:00:00+00:00,Crystal Palace,Wolves,1,1,True
2019,2019-09-22T15:30:00+00:00,Arsenal,Aston Villa,3,2,False
2019,2019-09-22T15:30:00+00:00,Chelsea,Liverpool,1,2,False
2019,2019-09-28T11:30:00+00:00,Sheffield Utd,Liverpool,0,1,False
2019,2019-09-28T14:00:00+00:00,Bournemouth,West Ham,2,2,True
2019,2019-09-28T14:00:00+00:00,Wolves,Watford,2,0,False
2019,2019-09-28T14:00:00+00:00,Tottenham,Southampton,2,1,False
2019,2019-09-28T14:00:00+00:00,Chelsea,Brighton,2,0,False
2019,2019-09-28T14:00:00+00:00,Crystal Palace,Norwich,2,0,False
2019,2019-09-28T14:00:00+00:00,Aston Villa,Burnley,2,2,True
2019,2019-09-28T16:30:00+00:00,Everton,Manchester City,1,3,False
2019,2019-09-29T15:30:00+00:00,Leicester,Newcastle,5,0,False
2019,2019-09-30T19:00:00+00:00,Manchester United,Arsenal,1,1,True
2019,2019-10-05T11:30:00+00:00,Brighton,Tottenham,3,0,False
2019,2019-10-05T14:00:00+00:00,Watford,Sheffield Utd,0,0,True
2019,2019-10-05T14:00:00+00:00,Liverpool,Leicester,2,1,False
2019,2019-10-05T14:00:00+00:00,Burnley,Everton,1,0,False
2019,2019-10-05T14:00:00+00:00,Norwich,Aston Villa,1,5,False
2019,2019-10-05T16:30:00+00:00,West Ham,Crystal Palace,1,2,False
2019,2019-10-06T13:00:00+00:00,Southampton,Chelsea,1,4,False
2019,2019-10-06T13:00:00+00:00,Arsenal,Bournemouth,1,0,False
2019,2019-10-06T13:00:00+00:00,Manchester City,Wolves,0,2,False
2019,2019-10-06T15:30:00+00:00,Newcastle,Manchester United,1,0,False
2019,2019-10-19T11:30:00+00:00,Everton,West Ham,2,0,False
2019,2019-10-19T14:00:00+00:00,Bournemouth,Norwich,0,0,True
2019,2019-10-19T14:00:00+00:00,Wolves,Southampton,1,1,True
2019,2019-10-19T14:00:00+00:00,Leicester,Burnley,2,1,False
2019,2019-10-19T14:00:00+00:00,Tottenham,Watford,1,1,True
2019,2019-10-19T14:00:00+00:00,Chelsea,Newcastle,1,0,False
2019,2019-10-19T14:00:00+00:00,Aston Villa,Brighton,2,1,False
2019,2019-10-19T16:30:00+00:00,Crystal Palace,Manchester City,0,2,False
2019,2019-10-20T15:30:00+00:00,Manchester United,Liverpool,1,1,True
2019,2019-10-21T19:00:00+00:00,Sheffield Utd,Arsenal,1,0,False
2019,2019-10-25T19:00:00+00:00,Southampton,Leicester,0,9,False
2019,2019-10-26T11:30:00+00:00,Manchester City,Aston Villa,3,0,False
2019,2019-10-26T14:00:00+00:00,Watford,Bournemouth,0,0,True
2019,2019-10-26T14:00:00+00:00,West Ham,Sheffield Utd,1,1,True
2019,2019-10-26T14:00:00+00:00,Brighton,Everton,3,2,False
2019,2019-10-26T16:30:00+00:00,Burnley,Chelsea,2,4,False
2019,2019-10-27T13:00:00+00:00,Newcastle,Wolves,1,1,True
2019,2019-10-27T15:30:00+00:00,Liverpool,Tottenham,2,1,False
2019,2019-10-27T15:30:00+00:00,Arsenal,Crystal Palace,2,2,True
2019,2019-10-27T15:30:00+00:00,Norwich,Manchester United,1,3,False
2019,2019-11-02T12:30:00+00:00,Bournemouth,Manchester United,1,0,False
2019,2019-11-02T15:00:00+00:00,Arsenal,Wolves,1,1,True
2019,2019-11-02T15:00:00+00:00,West Ham,Newcastle,2,3,False
2019,2019-11-02T15:00:00+00:00,Manchester City,Southampton,2,1,False
2019,2019-11-02T15:00:00+00:00,Brighton,Norwich,2,0,False
2019,2019-11-02T15:00:00+00:00,Sheffield Utd,Burnley,3,0,False
2019,2019-11-02T15:00:00+00:00,Aston Villa,Liverpool,1,2,False
2019,2019-11-02T17:30:00+00:00,Watford,Chelsea,1,2,False
2019,2019-11-03T14:00:00+00:00,Crystal Palace,Leicester,0,2,False
2019,2019-11-03T16:30:00+00:00,Everton,Tottenham,1,1,True
2019,2019-11-08T20:00:00+00:00,Norwich,Watford,0,2,False
2019,2019-11-09T12:30:00+00:00,Chelsea,Crystal Palace,2,0,False
2019,2019-11-09T15:00:00+00:00,Newcastle,Bournemouth,2,1,False
2019,2019-11-09T15:00:00+00:00,Southampton,Everton,1,2,False
2019,2019-11-09T15:00:00+00:00,Burnley,West Ham,3,0,False
2019,2019-11-09T15:00:00+00:00,Tottenham,Sheffield Utd,1,1,True
2019,2019-11-09T17:30:00+00:00,Leicester,Arsenal,2,0,False
2019,2019-11-10T14:00:00+00:00,Manchester United,Brighton,3,1,False
2019,2019-11-10T14:00:00+00:00,Wolves,Aston Villa,2,1,False
2019,2019-11-10T16:30:00+00:00,Liverpool,Manchester City,3,1,False
2019,2019-11-23T12:30:00+00:00,West Ham,Tottenham,2,3,False
2019,2019-11-23T15:00:00+00:00,Bournemouth,Wolves,1,2,False
2019,2019-11-23T15:00:00+00:00,Watford,Burnley,0,3,False
2019,2019-11-23T15:00:00+00:00,Arsenal,Southampton,2,2,True
2019,2019-11-23T15:00:00+00:00,Everton,Norwich,0,2,False
2019,2019-11-23T15:00:00+00:00,Brighton,Leicester,0,2,False
2019,2019-11-23T15:00:00+00:00,Crystal Palace,Liverpool,1,2,False
2019,2019-11-23T17:30:00+00:00,Manchester City,Chelsea,2,1,False
2019,2019-11-24T16:30:00+00:00,Sheffield Utd,Manchester United,3,3,True
2019,2019-11-25T20:00:00+00:00,Aston Villa,Newcastle,2,0,False
2019,2019-11-30T12:30:00+00:00,Newcastle,Manchester City,2,2,True
2019,2019-11-30T15:00:00+00:00,Liverpool,Brighton,2,1,False
2019,2019-11-30T15:00:00+00:00,Burnley,Crystal Palace,0,2,False
2019,2019-11-30T15:00:00+00:00,Tottenham,Bournemouth,3,2,False
2019,2019-11-30T15:00:00+00:00,Chelsea,West Ham,0,1,False
2019,2019-11-30T17:30:00+00:00,Southampton,Watford,2,1,False
2019,2019-12-01T14:00:00+00:00,Wolves,Sheffield Utd,1,1,True
2019,2019-12-01T14:00:00+00:00,Norwich,Arsenal,2,2,True
2019,2019-12-01T16:30:00+00:00,Manchester United,Aston Villa,2,2,True
2019,2019-12-01T16:30:00+00:00,Leicester,Everton,2,1,False
2019,2019-12-03T19:30:00+00:00,Crystal Palace,Bournemouth,1,0,False
2019,2019-12-03T20:15:00+00:00,Burnley,Manchester City,1,4,False
2019,2019-12-04T19:30:00+00:00,Manchester United,Tottenham,2,1,False
2019,2019-12-04T19:30:00+00:00,Wolves,West Ham,2,0,False
2019,2019-12-04T19:30:00+00:00,Southampton,Norwich,2,1,False
2019,2019-12-04T19:30:00+00:00,Leicester,Watford,2,0,False
2019,2019-12-04T19:30:00+00:00,Chelsea,Aston Villa,2,1,False
2019,2019-12-04T20:15:00+00:00,Liverpool,Everton,5,2,False
2019,2019-12-05T19:30:00+00:00,Sheffield Utd,Newcastle,0,2,False
2019,2019-12-05T20:15:00+00:00,Arsenal,Brighton,1,2,False
2019,2019-12-07T12:30:00+00:00,Everton,Chelsea,3,1,False
2019,2019-12-07T15:00:00+00:00,Bournemouth,Liverpool,0,3,False
2019,2019-12-07T15:00:00+00:00,Watford,Crystal Palace,0,0,True
2019,2019-12-07T15:00:00+00:00,Tottenham,Burnley,5,0,False
2019,2019-12-07T17:30:00+00:00,Manchester City,Manchester United,1,2,False
2019,2019-12-08T14:00:00+00:00,Newcastle,Southampton,2,1,False
2019,2019-12-08T14:00:00+00:00,Aston Villa,Leicester,1,4,False
2019,2019-12-08T14:00:00+00:00,Norwich,Sheffield Utd,1,2,False
2019,2019-12-08T16:30:00+00:00,Brighton,Wolves,2,2,True
2019,2019-12-09T20:00:00+00:00,West Ham,Arsenal,1,3,False
2019,2019-12-14T12:30:00+00:00,Liverpool,Watford,2,0,False
2019,2019-12-14T15:00:00+00:00,Burnley,Newcastle,1,0,False
2019,2019-12-14T15:00:00+00:00,Leicester,Norwich,1,1,True
2019,2019-12-14T15:00:00+00:00,Chelsea,Bournemouth,0,1,False
2019,2019-12-14T15:00:00+00:00,Sheffield Utd,Aston Villa,2,0,False
2019,2019-12-14T17:30:00+00:00,Southampton,West Ham,0,1,False
2019,2019-12-15T14:00:00+00:00,Manchester United,Everton,1,1,True
2019,2019-12-15T14:00:00+00:00,Wolves,Tottenham,1,2,False
2019,2019-12-15T16:30:00+00:00,Arsenal,Manchester City,0,3,False
2019,2019-12-16T19:45:00+00:00,Crystal Palace,Brighton,1,1,True
2019,2019-12-21T12:30:00+00:00,Everton,Arsenal,0,0,True
2019,2019-12-21T15:00:00+00:00,Newcastle,Crystal Palace,1,0,False
2019,2019-12-21T15:00:00+00:00,Bournemouth,Burnley,0,1,False
2019,2019-12-21T15:00:00+00:00,Brighton,Sheffield Utd,0,1,False
2019,2019-12-21T15:00:00+00:00,Aston Villa,Southampton,1,3,False
2019,2019-12-21T15:00:00+00:00,Norwich,Wolves,1,2,False
2019,2019-12-21T17:30:00+00:00,Manchester City,Leicester,3,1,False
2019,2019-12-22T14:00:00+00:00,Watford,Manchester United,2,0,False
2019,2019-12-22T16:30:00+00:00,Tottenham,Chelsea,0,2,False
2019,2019-12-26T12:30:00+00:00,Tottenham,Brighton,2,1,False
2019,2019-12-26T15:00:00+00:00,Bournemouth,Arsenal,1,1,True
2019,2019-12-26T15:00:00+00:00,Everton,Burnley,1,0,False
2019,2019-12-26T15:00:00+00:00,Chelsea,Southampton,0,2,False
2019,2019-12-26T15:00:00+00:00,Crystal Palace,West Ham,2,1,False
2019,2019-12-26T15:00:00+00:00,Sheffield Utd,Watford,1,1,True
2019,2019-12-26T15:00:00+00:00,Aston Villa,Norwich,1,0,False
2019,2019-12-26T17:30:00+00:00,Manchester United,Newcastle,4,1,False
2019,2019-12-26T20:00:00+00:00,Leicester,Liverpool,0,4,False
2019,2019-12-27T19:45:00+00:00,Wolves,Manchester City,3,2,False
2019,2019-12-28T12:30:00+00:00,Brighton,Bournemouth,2,0,False
2019,2019-12-28T15:00:00+00:00,Newcastle,Everton,1,2,False
2019,2019-12-28T15:00:00+00:00,Watford,Aston Villa,3,0,False
2019,2019-12-28T15:00:00+00:00,Southampton,Crystal Palace,1,1,True
2019,2019-12-28T17:30:00+00:00,West Ham,Leicester,1,2,False
2019,2019-12-28T17:30:00+00:00,Norwich,Tottenham,2,2,True
2019,2019-12-28T19:45:00+00:00,Burnley,Manchester United,0,2,False
2019,2019-12-29T14:00:00+00:00,Arsenal,Chelsea,1,2,False
2019,2019-12-29T16:30:00+00:00,Liverpool,Wolves,1,0,False
2019,2019-12-29T18:00:00+00:00,Manchester City,Sheffield Utd,2,0,False
2019,2020-01-01T12:30:00+00:00,Burnley,Aston Villa,1,2,False
2019,2020-01-01T12:30:00+00:00,Brighton,Chelsea,1,1,True
2019,2020-01-01T15:00:00+00:00,Newcastle,Leicester,0,3,False
2019,2020-01-01T15:00:00+00:00,Watford,Wolves,2,1,False
2019,2020-01-01T15:00:00+00:00,Southampton,Tottenham,1,0,False
2019,2020-01-01T17:30:00+00:00,West Ham,Bournemouth,4,0,False
2019,2020-01-01T17:30:00+00:00,Manchester City,Everton,2,1,False
2019,2020-01-01T17:30:00+00:00,Norwich,Crystal Palace,1,1,True
2019,2020-01-01T20:00:00+00:00,Arsenal,Manchester United,2,0,False
2019,2020-01-02T20:00:00+00:00,Liverpool,Sheffield Utd,2,0,False
2019,2020-01-10T20:00:00+00:00,Sheffield Utd,West Ham,1,0,False
2019,2020-01-11T12:30:00+00:00,Crystal Palace,Arsenal,1,1,True
2019,2020-01-11T15:00:00+00:00,Manchester United,Norwich,4,0,False
2019,2020-01-11T15:00:00+00:00,Wolves,Newcastle,1,1,True
2019,2020-01-11T15:00:00+00:00,Everton,Brighton,1,0,False
2019,2020-01-11T15:00:00+00:00,Leicester,Southampton,1,2,False
2019,2020-01-11T15:00:00+00:00,Chelsea,Burnley,3,0,False
2019,2020-01-11T17:30:00+00:00,Tottenham,Liverpool,0,1,False
2019,2020-01-12T14:00:00+00:00,Bournemouth,Watford,0,3,False
2019,2020-01-12T16:30:00+00:00,Aston Villa,Manchester City,1,6,False
2019,2020-01-18T12:30:00+00:00,Watford,Tottenham,0,0,True
2019,2020-01-18T15:00:00+00:00,Southampton,Wolves,2,3,False
2019,2020-01-18T15:00:00+00:00,Arsenal,Sheffield Utd,1,1,True
2019,2020-01-18T15:00:00+00:00,West Ham,Everton,1,1,True
2019,2020-01-18T15:00:00+00:00,Manchester City,Crystal Palace,2,2,True
2019,2020-01-18T15:00:00+00:00,Brighton,Aston Villa,1,1,True
2019,2020-01-18T15:00:00+00:00,Norwich,Bournemouth,1,0,False
2019,2020-01-18T17:30:00+00:00,Newcastle,Chelsea,1,0,False
2019,2020-01-19T14:00:00+00:00,Burnley,Leicester,2,1,False
2019,2020-01-19T16:30:00+00:00,Liverpool,Manchester United,2,0,False
2019,2020-01-21T19:30:00+00:00,Bournemouth,Brighton,3,1,False
2019,2020-01-21T19:30:00+00:00,Everton,Newcastle,2,2,True
2019,2020-01-21T19:30:00+00:00,Crystal Palace,Southampton,0,2,False
2019,2020-01-21T19:30:00+00:00,Sheffield Utd,Manchester City,0,1,False
2019,2020-01-21T19:30:00+00:00,Aston Villa,Watford,2,1,False
2019,2020-01-21T20:15:00+00:00,Chelsea,Arsenal,2,2,True
2019,2020-01-22T19:30:00+00:00,Leicester,West Ham,4,1,False
2019,2020-01-22T19:30:00+00:00,Tottenham,Norwich,2,1,False
2019,2020-01-22T20:15:00+00:00,Manchester United,Burnley,0,2,False
2019,2020-01-23T20:00:00+00:00,Wolves,Liverpool,1,2,False
2019,2020-01-29T19:45:00+00:00,West Ham,Liverpool,0,2,False
2019,2020-02-01T12:30:00+00:00,Leicester,Chelsea,2,2,True
2019,2020-02-01T15:00:00+00:00,Newcastle,Norwich,0,0,True
2019,2020-02-01T15:00:00+00:00,Bournemouth,Aston Villa,2,1,False
2019,2020-02-01T15:00:00+00:00,Watford,Everton,2,3,False
2019,2020-02-01T15:00:00+00:00,Liverpool,Southampton,4,0,False
2019,2020-02-01T15:00:00+00:00,West Ham,Brighton,3,3,True
2019,2020-02-01T15:00:00+00:00,Crystal Palace,Sheffield Utd,0,1,False
2019,2020-02-01T17:30:00+00:00,Manchester United,Wolves,0,0,True
2019,2020-02-02T14:00:00+00:00,Burnley,Arsenal,0,0,True
2019,2020-02-02T16:30:00+00:00,Tottenham,Manchester City,2,0,False
2019,2020-02-08T12:30:00+00:00,Everton,Crystal Palace,3,1,False
2019,2020-02-08T17:30:00+00:00,Brighton,Watford,1,1,True
2019,2020-02-09T14:00:00+00:00,Sheffield Utd,Bournemouth,2,1,False
2019,2020-02-14T20:00:00+00:00,Wolves,Leicester,0,0,True
2019,2020-02-15T12:30:00+00:00,Southampton,Burnley,1,2,False
2019,2020-02-15T17:30:00+00:00,Norwich,Liverpool,0,1,False
2019,2020-02-16T14:00:00+00:00,Aston Villa,Tottenham,2,3,False
2019,2020-02-16T16:30:00+00:00,Arsenal,Newcastle,4,0,False
2019,2020-02-17T20:00:00+00:00,Chelsea,Manchester United,0,2,False
2019,2020-02-19T19:30:00+00:00,Manchester City,West Ham,2,0,False
2019,2020-02-22T12:30:00+00:00,Chelsea,Tottenham,2,1,False
2019,2020-02-22T15:00:00+00:00,Southampton,Aston Villa,2,0,False
2019,2020-02-22T15:00:00+00:00,Burnley,Bournemouth,3,0,False
2019,2020-02-22T15:00:00+00:00,Crystal Palace,Newcastle,1,0,False
2019,2020-02-22T15:00:00+00:00,Sheffield Utd,Brighton,1,1,True
2019,2020-02-22T17:30:00+00:00,Leicester,Manchester City,0,1,False
2019,2020-02-23T14:00:00+00:00,Manchester United,Watford,3,0,False
2019,2020-02-23T14:00:00+00:00,Wolves,Norwich,3,0,False
2019,2020-02-23T16:30:00+00:00,Arsenal,Everton,3,2,False
2019,2020-02-24T20:00:00+00:00,Liverpool,West Ham,3,2,False
2019,2020-02-28T20:00:00+00:00,Norwich,Leicester,1,0,False
2019,2020-02-29T12:30:00+00:00,Brighton,Crystal Palace,0,1,False
2019,2020-02-29T15:00:00+00:00,Newcastle,Burnley,0,0,True
2019,2020-02-29T15:00:00+00:00,Bournemouth,Chelsea,2,2,True
2019,2020-02-29T15:00:00+00:00,West Ham,Southampton,3,1,False
2019,2020-02-29T17:30:00+00:00,Watford,Liverpool,3,0,False
2019,2020-03-01T14:00:00+00:00,Everton,Manchester United,1,1,True
2019,2020-03-01T14:00:00+00:00,Tottenham,Wolves,2,3,False
2019,2020-03-07T12:30:00+00:00,Liverpool,Bournemouth,2,1,False
2019,2020-03-07T15:00:00+00:00,Wolves,Brighton,0,0,True
2019,2020-03-07T15:00:00+00:00,Southampton,Newcastle,0,1,False
2019,2020-03-07T15:00:00+00:00,Arsenal,West Ham,1,0,False
2019,2020-03-07T15:00:00+00:00,Crystal Palace,Watford,1,0,False
2019,2020-03-07T15:00:00+00:00,Sheffield Utd,Norwich,1,0,False
2019,2020-03-07T17:30:00+00:00,Burnley,Tottenham,1,1,True
2019,2020-03-08T14:00:00+00:00,Chelsea,Everton,4,0,False
2019,2020-03-08T16:30:00+00:00,Manchester United,Manchester City,2,0,False
2019,2020-03-09T20:00:00+00:00,Leicester,Aston Villa,4,0,False
2019,2020-06-17T17:00:00+00:00,Aston Villa,Sheffield Utd,0,0,True
2019,2020-06-17T19:15:00+00:00,Manchester City,Arsenal,3,0,False
2019,2020-06-19T17:00:00+00:00,Norwich,Southampton,0,3,False
2019,2020-06-19T19:15:00+00:00,Tottenham,Manchester United,1,1,True
2019,2020-06-20T11:30:00+00:00,Watford,Leicester,1,1,True
2019,2020-06-20T14:00:00+00:00,Brighton,Arsenal,2,1,False
2019,2020-06-20T16:30:00+00:00,West Ham,Wolves,0,2,False
2019,2020-06-20T18:45:00+00:00,Bournemouth,Crystal Palace,0,2,False
2019,2020-06-21T13:00:00+00:00,Newcastle,Sheffield Utd,3,0,False
2019,2020-06-21T15:15:00+00:00,Aston Villa,Chelsea,1,2,False
2019,2020-06-21T18:00:00+00:00,Everton,Liverpool,0,0,True
2019,2020-06-22T19:00:00+00:00,Manchester City,Burnley,5,0,False
2019,2020-06-23T17:00:00+00:00,Leicester,Brighton,0,0,True
2019,2020-06-23T19:15:00+00:00,Tottenham,West Ham,2,0,False
2019,2020-06-24T17:00:00+00:00,Manchester United,Sheffield Utd,3,0,False
2019,2020-06-24T17:00:00+00:00,Newcastle,Aston Villa,1,1,True
2019,2020-06-24T17:00:00+00:00,Wolves,Bournemouth,1,0,False
2019,2020-06-24T17:00:00+00:00,Norwich,Everton,0,1,False
2019,2020-06-24T19:15:00+00:00,Liverpool,Crystal Palace,4,0,False
2019,2020-06-25T17:00:00+00:00,Southampton,Arsenal,0,2,False
2019,2020-06-25T17:00:00+00:00,Burnley,Watford,1,0,False
2019,2020-06-25T19:15:00+00:00,Chelsea,Manchester City,2,1,False
2019,2020-06-27T11:30:00+00:00,Aston Villa,Wolves,0,1,False
2019,2020-06-28T15:30:00+00:00,Watford,Southampton,1,3,False
2019,2020-06-29T19:00:00+00:00,Crystal Palace,Burnley,0,1,False
2019,2020-06-30T19:15:00+00:00,Brighton,Manchester United,0,3,False
2019,2020-07-01T17:00:00+00:00,Bournemouth,Newcastle,1,4,False
2019,2020-07-01T17:00:00+00:00,Arsenal,Norwich,4,0,False
2019,2020-07-01T17:00:00+00:00,Everton,Leicester,2,1,False
2019,2020-07-01T19:15:00+00:00,West Ham,Chelsea,3,2,False
2019,2020-07-02T17:00:00+00:00,Sheffield Utd,Tottenham,3,1,False
2019,2020-07-02T19:15:00+00:00,Manchester City,Liverpool,4,0,False
2019,2020-07-04T11:30:00+00:00,Norwich,Brighton,0,1,False
2019,2020-07-04T14:00:00+00:00,Manchester United,Bournemouth,5,2,False
2019,2020-07-04T14:00:00+00:00,Leicester,Crystal Palace,3,0,False
2019,2020-07-04T16:30:00+00:00,Wolves,Arsenal,0,2,False
2019,2020-07-04T19:00:00+00:00,Chelsea,Watford,3,0,False
2019,2020-07-05T11:00:00+00:00,Burnley,Sheffield Utd,1,1,True
2019,2020-07-05T13:15:00+00:00,Newcastle,West Ham,2,2,True
2019,2020-07-05T15:30:00+00:00,Liverpool,Aston Villa,2,0,False
2019,2020-07-05T18:00:00+00:00,Southampton,Manchester City,1,0,False
2019,2020-07-06T19:00:00+00:00,Tottenham,Everton,1,0,False
2019,2020-07-07T17:00:00+00:00,Watford,Norwich,2,1,False
2019,2020-07-07T17:00:00+00:00,Crystal Palace,Chelsea,2,3,False
2019,2020-07-07T19:15:00+00:00,Arsenal,Leicester,1,1,True
2019,2020-07-08T17:00:00+00:00,West Ham,Burnley,0,1,False
2019,2020-07-08T17:00:00+00:00,Manchester City,Newcastle,5,0,False
2019,2020-07-08T17:00:00+00:00,Sheffield Utd,Wolves,1,0,False
2019,2020-07-08T19:15:00+00:00,Brighton,Liverpool,1,3,False
2019,2020-07-09T17:00:00+00:00,Bournemouth,Tottenham,0,0,True
2019,2020-07-09T17:00:00+00:00,Everton,Southampton,1,1,True
2019,2020-07-09T19:15:00+00:00,Aston Villa,Manchester United,0,3,False
2019,2020-07-11T11:30:00+00:00,Watford,Newcastle,2,1,False
2019,2020-07-11T11:30:00+00:00,Norwich,West Ham,0,4,False
2019,2020-07-11T14:00:00+00:00,Liverpool,Burnley,1,1,True
2019,2020-07-11T16:30:00+00:00,Sheffield Utd,Chelsea,3,0,False
2019,2020-07-11T19:00:00+00:00,Brighton,Manchester City,0,5,False
2019,2020-07-12T11:00:00+00:00,Wolves,Everton,3,0,False
2019,2020-07-12T13:15:00+00:00,Aston Villa,Crystal Palace,2,0,False
2019,2020-07-12T15:30:00+00:00,Tottenham,Arsenal,2,1,False
2019,2020-07-12T18:00:00+00:00,Bournemouth,Leicester,4,1,False
2019,2020-07-13T19:00:00+00:00,Manchester United,Southampton,2,2,True
2019,2020-07-14T19:15:00+00:00,Chelsea,Norwich,1,0,False
2019,2020-07-15T17:00:00+00:00,Newcastle,Tottenham,1,3,False
2019,2020-07-15T17:00:00+00:00,Burnley,Wolves,1,1,True
2019,2020-07-15T17:00:00+00:00,Manchester City,Bournemouth,2,1,False
2019,2020-07-15T19:15:00+00:00,Arsenal,Liverpool,2,1,False
2019,2020-07-16T17:00:00+00:00,Everton,Aston Villa,1,1,True
2019,2020-07-16T17:00:00+00:00,Leicester,Sheffield Utd,2,0,False
2019,2020-07-16T19:15:00+00:00,Southampton,Brighton,1,1,True
2019,2020-07-16T19:15:00+00:00,Crystal Palace,Manchester United,0,2,False
2019,2020-07-17T19:00:00+00:00,West Ham,Watford,3,1,False
2019,2020-07-18T16:30:00+00:00,Norwich,Burnley,0,2,False
2019,2020-07-19T13:00:00+00:00,Bournemouth,Southampton,0,2,False
2019,2020-07-19T15:00:00+00:00,Tottenham,Leicester,3,0,False
2019,2020-07-20T17:00:00+00:00,Brighton,Newcastle,0,0,True
2019,2020-07-20T17:00:00+00:00,Sheffield Utd,Everton,0,1,False
2019,2020-07-20T19:15:00+00:00,Wolves,Crystal Palace,2,0,False
2019,2020-07-21T17:00:00+00:00,Watford,Manchester City,0,4,False
2019,2020-07-21T19:15:00+00:00,Aston Villa,Arsenal,1,0,False
2019,2020-07-22T17:00:00+00:00,Manchester United,West Ham,1,1,True
2019,2020-07-22T19:15:00+00:00,Liverpool,Chelsea,5,3,False
2019,2020-07-26T15:00:00+00:00,Newcastle,Liverpool,1,3,False
