season,date,home,away,home_goals,away_goals,is_draw
2021,2021-11-20T17:30:00+00:00,Liverpool,Arsenal,4,0,False
2021,2021-11-21T14:00:00+00:00,Manchester City,Everton,3,0,False
2021,2021-11-21T16:30:00+00:00,Tottenham,Leeds,2,1,False
2021,2021-11-27T12:30:00+00:00,Arsenal,Newcastle,2,0,False
2021,2021-11-27T15:00:00+00:00,Liverpool,Southampton,4,0,False
2021,2021-11-27T15:00:00+00:00,Crystal Palace,Aston Villa,1,2,False
2021,2021-11-27T15:00:00+00:00,Norwich,Wolves,0,0,True
2021,2021-11-27T17:30:00+00:00,Brighton,Leeds,0,0,True
2021,2021-11-28T14:00:00+00:00,Leicester,Watford,4,2,False
2021,2021-11-28T14:00:00+00:00,Manchester City,West Ham,2,1,False
2021,2021-11-28T14:00:00+00:00,Brentford,Everton,1,0,False
2021,2021-11-28T16:30:00+00:00,Chelsea,Manchester United,1,1,True
2021,2021-11-30T19:30:00+00:00,Newcastle,Norwich,1,1,True
2021,2021-11-30T20:15:00+00:00,Leeds,Crystal Palace,1,0,False
2021,2021-12-01T19:30:00+00:00,Watford,Chelsea,1,2,False
2021,2021-12-01T19:30:00+00:00,Wolves,Burnley,0,0,True
2021,2021-12-01T19:30:00+00:00,Southampton,Leicester,2,2,True
2021,2021-12-01T19:30:00+00:00,West Ham,Brighton,1,1,True
2021,2021-12-01T20:15:00+00:00,Everton,Liverpool,1,4,False
2021,2021-12-01T20:15:00+00:00,Aston Villa,Manchester City,1,2,False
2021,2021-12-02T19:30:00+00:00,Tottenham,Brentford,2,0,False
2021,2021-12-02T20:15:00+00:00,Manchester United,Arsenal,3,2,False
2021,2021-12-04T12:30:00+00:00,West Ham,Chelsea,3,2,False
2021,2021-12-04T15:00:00+00:00,Newcastle,Burnley,1,0,False
2021,2021-12-04T15:00:00+00:00,Wolves,Liverpool,0,1,False
2021,2021-12-04T15:00:00+00:00,Southampton,Brighton,1,1,True
2021,2021-12-04T17:30:00+00:00,Watford,Manchester City,1,3,False
2021,2021-12-05T14:00:00+00:00,Manchester United,Crystal Palace,1,0,False
2021,2021-12-05T14:00:00+00:00,Tottenham,Norwich,3,0,False
2021,2021-12-05T14:00:00+00:00,Leeds,Brentford,2,2,True
2021,2021-12-05T16:30:00+00:00,Aston Villa,Leicester,2,1,False
2021,2021-12-06T20:00:00+00:00,Everton,Arsenal,2,1,False
2021,2021-12-10T20:00:00+00:00,Brentford,Watford,2,1,False
2021,2021-12-11T12:30:00+00:00,Manchester City,Wolves,1,0,False
2021,2021-12-11T15:00:00+00:00,Liverpool,Aston Villa,1,0,False
2021,2021-12-11T15:00:00+00:00,Arsenal,Southampton,3,0,False
2021,2021-12-11T15:00:00+00:00,Chelsea,Leeds,3,2,False
2021,2021-12-11T17:30:00+00:00,Norwich,Manchester United,0,1,False
2021,2021-12-12T14:00:00+00:00,Burnley,West Ham,0,0,True
2021,2021-12-12T14:00:00+00:00,Leicester,Newcastle,4,0,False
2021,2021-12-12T16:30:00+00:00,Crystal Palace,Everton,3,1,False
2021,2021-12-14T19:45:00+00:00,Norwich,Aston Villa,0,2,False
2021,2021-12-14T20:00:00+00:00,Manchester City,Leeds,7,0,False
2021,2021-12-15T19:30:00+00:00,Brighton,Wolves,0,1,False
2021,2021-12-15T19:30:00+00:00,Crystal Palace,Southampton,2,2,True
2021,2021-12-15T20:00:00+00:00,Arsenal,West Ham,2,0,False
2021,2021-12-16T19:45:00+00:00,Chelsea,Everton,1,1,True
2021,2021-12-16T20:00:00+00:00,Liverpool,Newcastle,3,1,False
2021,2021-12-18T17:30:00+00:00,Leeds,Arsenal,1,4,False
2021,2021-12-19T14:00:00+00:00,Newcastle,Manchester City,0,4,False
2021,2021-12-19T14:00:00+00:00,Wolves,Chelsea,0,0,True
2021,2021-12-19T16:30:00+00:00,Tottenham,Liverpool,2,2,True
2021,2021-12-26T15:00:00+00:00,Tottenham,Crystal Palace,3,0,False
2021,2021-12-26T15:00:00+00:00,West Ham,Southampton,2,3,False
2021,2021-12-26T15:00:00+00:00,Manchester City,Leicester,6,3,False
2021,2021-12-26T15:00:00+00:00,Norwich,Arsenal,0,5,False
2021,2021-12-26T17:30:00+00:00,Aston Villa,Chelsea,1,3,False
2021,2021-12-26T20:00:00+00:00,Brighton,Brentford,2,0,False
2021,2021-12-27T20:00:00+00:00,Newcastle,Manchester United,1,1,True
2021,2021-12-28T15:00:00+00:00,Watford,West Ham,1,4,False
2021,2021-12-28T15:00:00+00:00,Southampton,Tottenham,1,1,True
2021,2021-12-28T15:00:00+00:00,Crystal Palace,Norwich,3,0,False
2021,2021-12-28T20:00:00+00:00,Leicester,Liverpool,1,0,False
2021,2021-12-29T19:30:00+00:00,Chelsea,Brighton,1,1,True
2021,2021-12-29T20:15:00+00:00,Brentford,Manchester City,0,1,False
2021,2021-12-30T20:15:00+00:00,Manchester United,Burnley,3,1,False
2021,2022-01-01T12:30:00+00:00,Arsenal,Manchester City,1,2,False
2021,2022-01-01T15:00:00+00:00,Watford,Tottenham,0,1,False
2021,2022-01-01T17:30:00+00:00,Crystal Palace,West Ham,2,3,False
2021,2022-01-02T14:00:00+00:00,Everton,Brighton,2,3,False
2021,2022-01-02T14:00:00+00:00,Brentford,Aston Villa,2,1,False
2021,2022-01-02T14:00:00+00:00,Leeds,Burnley,3,1,False
2021,2022-01-02T16:30:00+00:00,Chelsea,Liverpool,2,2,True
2021,2022-01-03T17:30:00+00:00,Manchester United,Wolves,0,1,False
2021,2022-01-11T19:45:00+00:00,Southampton,Brentford,4,1,False
2021,2022-01-12T19:45:00+00:00,West Ham,Norwich,2,0,False
2021,2022-01-14T20:00:00+00:00,Brighton,Crystal Palace,1,1,True
2021,2022-01-15T12:30:00+00:00,Manchester City,Chelsea,1,0,False
2021,2022-01-15T15:00:00+00:00,Newcastle,Watford,1,1,True
2021,2022-01-15T15:00:00+00:00,Wolves,Southampton,3,1,False
2021,2022-01-15T15:00:00+00:00,Norwich,Everton,2,1,False
2021,2022-01-15T17:30:00+00:00,Aston Villa,Manchester United,2,2,True
2021,2022-01-16T14:00:00+00:00,Liverpool,Brentford,3,0,False
2021,2022-01-16T14:00:00+00:00,West Ham,Leeds,2,3,False
2021,2022-01-18T20:00:00+00:00,Brighton,Chelsea,1,1,True
2021,2022-01-19T19:30:00+00:00,Leicester,Tottenham,2,3,False
2021,2022-01-19T20:00:00+00:00,Brentford,Manchester United,1,3,False
2021,2022-01-21T20:00:00+00:00,Watford,Norwich,0,3,False
2021,2022-01-22T12:30:00+00:00,Everton,Aston Villa,0,1,False
2021,2022-01-22T15:00:00+00:00,Manchester United,West Ham,1,0,False
2021,2022-01-22T15:00:00+00:00,Brentford,Wolves,1,2,False
2021,2022-01-22T15:00:00+00:00,Leeds,Newcastle,0,1,False
2021,2022-01-22T17:30:00+00:00,Southampton,Manchester City,1,1,True
2021,2022-01-23T14:00:00+00:00,Arsenal,Burnley,0,0,True
2021,2022-01-23T14:00:00+00:00,Leicester,Brighton,1,1,True
2021,2022-01-23T14:00:00+00:00,Crystal Palace,Liverpool,1,3,False
2021,2022-01-23T16:30:00+00:00,Chelsea,Tottenham,2,0,False
2021,2022-02-05T18:00:00+00:00,Burnley,Watford,0,0,True
2021,2022-02-08T19:45:00+00:00,Newcastle,Everton,3,1,False
2021,2022-02-08T19:45:00+00:00,West Ham,Watford,1,0,False
2021,2022-02-08T20:00:00+00:00,Burnley,Manchester United,1,1,True
2021,2022-02-09T19:45:00+00:00,Tottenham,Southampton,2,3,False
2021,2022-02-09T19:45:00+00:00,Manchester City,Brentford,2,0,False
2021,2022-02-09T19:45:00+00:00,Norwich,Crystal Palace,1,1,True
2021,2022-02-09T20:00:00+00:00,Aston Villa,Leeds,3,3,True
2021,2022-02-10T19:45:00+00:00,Wolves,Arsenal,0,1,False
2021,2022-02-10T19:45:00+00:00,Liverpool,Leicester,2,0,False
2021,2022-02-12T12:30:00+00:00,Manchester United,Southampton,1,1,True
2021,2022-02-12T15:00:00+00:00,Watford,Brighton,0,2,False
2021,2022-02-12T15:00:00+00:00,Everton,Leeds,3,0,False
2021,2022-02-12T15:00:00+00:00,Brentford,Crystal Palace,0,0,True
2021,2022-02-12T17:30:00+00:00,Norwich,Manchester City,0,4,False
2021,2022-02-13T14:00:00+00:00,Newcastle,Aston Villa,1,0,False
2021,2022-02-13T14:00:00+00:00,Burnley,Liverpool,0,1,False
2021,2022-02-13T14:00:00+00:00,Tottenham,Wolves,0,2,False
2021,2022-02-13T16:30:00+00:00,Leicester,West Ham,2,2,True
2021,2022-02-15T20:15:00+00:00,Manchester United,Brighton,2,0,False
2021,2022-02-19T12:30:00+00:00,West Ham,Newcastle,1,1,True
2021,2022-02-19T15:00:00+00:00,Liverpool,Norwich,3,1,False
2021,2022-02-19T15:00:00+00:00,Southampton,Everton,2,0,False
2021,2022-02-19T15:00:00+00:00,Arsenal,Brentford,2,1,False
2021,2022-02-19T15:00:00+00:00,Brighton,Burnley,0,3,False
2021,2022-02-19T15:00:00+00:00,Crystal Palace,Chelsea,0,1,False
2021,2022-02-19T15:00:00+00:00,Aston Villa,Watford,0,1,False
2021,2022-02-19T17:30:00+00:00,Manchester City,Tottenham,2,3,False
2021,2022-02-20T14:00:00+00:00,Leeds,Manchester United,2,4,False
2021,2022-02-20T16:30:00+00:00,Wolves,Leicester,2,1,False
2021,2022-02-23T19:30:00+00:00,Watford,Crystal Palace,1,4,False
2021,2022-02-23T19:30:00+00:00,Burnley,Tottenham,1,0,False
2021,2022-02-23T19:45:00+00:00,Liverpool,Leeds,6,0,False
2021,2022-02-24T19:45:00+00:00,Arsenal,Wolves,2,1,False
2021,2022-02-25T20:00:00+00:00,Southampton,Norwich,2,0,False
2021,2022-02-26T12:30:00+00:00,Leeds,Tottenham,0,4,False
2021,2022-02-26T15:00:00+00:00,Manchester United,Watford,0,0,True
2021,2022-02-26T15:00:00+00:00,Crystal Palace,Burnley,1,1,True
2021,2022-02-26T15:00:00+00:00,Brentford,Newcastle,0,2,False
2021,2022-02-26T15:30:00+00:00,Brighton,Aston Villa,0,2,False
2021,2022-02-26T17:30:00+00:00,Everton,Manchester City,0,1,False
2021,2022-02-27T14:00:00+00:00,West Ham,Wolves,1,0,False
2021,2022-03-01T19:45:00+00:00,Burnley,Leicester,0,2,False
2021,2022-03-05T12:30:00+00:00,Leicester,Leeds,1,0,False
2021,2022-03-05T15:00:00+00:00,Newcastle,Brighton,2,1,False
2021,2022-03-05T15:00:00+00:00,Wolves,Crystal Palace,0,2,False
2021,2022-03-05T15:00:00+00:00,Burnley,Chelsea,0,4,False
2021,2022-03-05T15:00:00+00:00,Aston Villa,Southampton,4,0,False
2021,2022-03-05T15:00:00+00:00,Norwich,Brentford,1,3,False
2021,2022-03-05T17:30:00+00:00,Liverpool,West Ham,1,0,False
2021,2022-03-06T14:00:00+00:00,Watford,Arsenal,2,3,False
2021,2022-03-06T16:30:00+00:00,Manchester City,Manchester United,4,1,False
2021,2022-03-07T20:00:00+00:00,Tottenham,Everton,5,0,False
2021,2022-03-10T19:30:00+00:00,Wolves,Watford,4,0,False
2021,2022-03-10T19:30:00+00:00,Southampton,Newcastle,1,2,False
2021,2022-03-10T19:30:00+00:00,Norwich,Chelsea,1,3,False
2021,2022-03-10T19:45:00+00:00,Leeds,Aston Villa,0,3,False
2021,2022-03-12T12:30:00+00:00,Brighton,Liverpool,0,2,False
2021,2022-03-12T15:00:00+00:00,Brentford,Burnley,2,0,False
2021,2022-03-12T17:30:00+00:00,Manchester United,Tottenham,3,2,False
2021,2022-03-13T14:00:00+00:00,Southampton,Watford,1,2,False
2021,2022-03-13T14:00:00+00:00,Everton,Wolves,0,1,False
2021,2022-03-13T14:00:00+00:00,West Ham,Aston Villa,2,1,False
2021,2022-03-13T14:00:00+00:00,Chelsea,Newcastle,1,0,False
2021,2022-03-13T14:00:00+00:00,Leeds,Norwich,2,1,False
2021,2022-03-13T16:30:00+00:00,Arsenal,Leicester,2,0,False
2021,2022-03-14T20:00:00+00:00,Crystal Palace,Manchester City,0,0,True
2021,2022-03-16T19:30:00+00:00,Brighton,Tottenham,0,2,False
2021,2022-03-16T20:15:00+00:00,Arsenal,Liverpool,0,2,False
2021,2022-03-17T19:45:00+00:00,Everton,Newcastle,1,0,False
2021,2022-03-18T20:00:00+00:00,Wolves,Leeds,2,3,False
2021,2022-03-19T12:30:00+00:00,Aston Villa,Arsenal,0,1,False
2021,2022-03-20T14:00:00+00:00,Leicester,Brentford,2,1,False
2021,2022-03-20T16:30:00+00:00,Tottenham,West Ham,3,1,False
2021,2022-04-02T11:30:00+00:00,Liverpool,Watford,2,0,False
2021,2022-04-02T14:00:00+00:00,Wolves,Aston Villa,2,1,False
2021,2022-04-02T14:00:00+00:00,Burnley,Manchester City,0,2,False
2021,2022-04-02T14:00:00+00:00,Chelsea,Brentford,1,4,False
2021,2022-04-02T14:00:00+00:00,Brighton,Norwich,0,0,True
2021,2022-04-02T14:00:00+00:00,Leeds,Southampton,1,1,True
2021,2022-04-02T16:30:00+00:00,Manchester United,Leicester,1,1,True
2021,2022-04-03T13:00:00+00:00,West Ham,Everton,2,1,False
2021,2022-04-03T15:30:00+00:00,Tottenham,Newcastle,5,1,False
2021,2022-04-04T19:00:00+00:00,Crystal Palace,Arsenal,3,0,False
2021,2022-04-06T18:30:00+00:00,Burnley,Everton,3,2,False
2021,2022-04-08T19:00:00+00:00,Newcastle,Wolves,1,0,False
2021,2022-04-09T11:30:00+00:00,Everton,Manchester United,1,0,False
2021,2022-04-09T14:00:00+00:00,Watford,Leeds,0,3,False
2021,2022-04-09T14:00:00+00:00,Southampton,Chelsea,0,6,False
2021,2022-04-09T14:00:00+00:00,Arsenal,Brighton,1,2,False
2021,2022-04-09T16:30:00+00:00,Aston Villa,Tottenham,0,4,False
2021,2022-04-10T13:00:00+00:00,Leicester,Crystal Palace,2,1,False
2021,2022-04-10T13:00:00+00:00,Brentford,West Ham,2,0,False
2021,2022-04-10T13:00:00+00:00,Norwich,Burnley,2,0,False
2021,2022-04-10T15:30:00+00:00,Manchester City,Liverpool,2,2,True
2021,2022-04-16T11:30:00+00:00,Tottenham,Brighton,0,1,False
2021,2022-04-16T14:00:00+00:00,Manchester United,Norwich,3,2,False
2021,2022-04-16T14:00:00+00:00,Watford,Brentford,1,2,False
2021,2022-04-16T14:00:00+00:00,Southampton,Arsenal,1,0,False
2021,2022-04-17T13:15:00+00:00,Newcastle,Leicester,2,1,False
2021,2022-04-17T13:15:00+00:00,West Ham,Burnley,1,1,True
2021,2022-04-19T19:00:00+00:00,Liverpool,Manchester United,4,0,False
2021,2022-04-20T18:45:00+00:00,Newcastle,Crystal Palace,1,0,False
2021,2022-04-20T18:45:00+00:00,Everton,Leicester,1,1,True
2021,2022-04-20T18:45:00+00:00,Chelsea,Arsenal,2,4,False
2021,2022-04-20T19:00:00+00:00,Manchester City,Brighton,3,0,False
2021,2022-04-21T18:45:00+00:00,Burnley,Southampton,2,0,False
2021,2022-04-23T11:30:00+00:00,Arsenal,Manchester United,3,1,False
2021,2022-04-23T14:00:00+00:00,Leicester,Aston Villa,0,0,True
2021,2022-04-23T14:00:00+00:00,Manchester City,Watford,5,1,False
2021,2022-04-23T14:00:00+00:00,Norwich,Newcastle,0,3,False
2021,2022-04-23T16:30:00+00:00,Brentford,Tottenham,0,0,True
2021,2022-04-24T13:00:00+00:00,Burnley,Wolves,1,0,False
2021,2022-04-24T13:00:00+00:00,Chelsea,West Ham,1,0,False
2021,2022-04-24T13:00:00+00:00,Brighton,Southampton,2,2,True
2021,2022-04-24T15:30:00+00:00,Liverpool,Everton,2,0,False
2021,2022-04-25T19:00:00+00:00,Crystal Palace,Leeds,0,0,True
2021,2022-04-28T18:45:00+00:00,Manchester United,Chelsea,1,1,True
2021,2022-04-30T11:30:00+00:00,Newcastle,Liverpool,0,1,False
2021,2022-04-30T14:00:00+00:00,Watford,Burnley,1,2,False
2021,2022-04-30T14:00:00+00:00,Wolves,Brighton,0,3,False
2021,2022-04-30T14:00:00+00:00,Southampton,Crystal Palace,1,2,False
2021,2022-04-30T14:00:00+00:00,Aston Villa,Norwich,2,0,False
2021,2022-04-30T16:30:00+00:00,Leeds,Manchester City,0,4,False
2021,2022-05-01T13:00:00+00:00,Everton,Chelsea,1,0,False
2021,2022-05-01T13:00:00+00:00,Tottenham,Leicester,3,1,False
2021,2022-05-01T15:30:00+00:00,West Ham,Arsenal,1,2,False
2021,2022-05-02T19:00:00+00:00,Manchester United,Brentford,3,0,False
2021,2022-05-07T14:00:00+00:00,Burnley,Aston Villa,1,3,False
2021,2022-05-07T14:00:00+00:00,Chelsea,Wolves,2,2,True
2021,2022-05-07T14:00:00+00:00,Crystal Palace,Watford,1,0,False
2021,2022-05-07T14:00:00+00:00,Brentford,Southampton,3,0,False
2021,2022-05-07T16:30:00+00:00,Brighton,Manchester United,4,0,False
2021,2022-05-07T18:45:00+00:00,Liverpool,Tottenham,1,1,True
2021,2022-05-08T13:00:00+00:00,Arsenal,Leeds,2,1,False
2021,2022-05-08T13:00:00+00:00,Leicester,Everton,1,2,False
2021,2022-05-08T13:00:00+00:00,Norwich,West Ham,0,4,False
2021,2022-05-08T15:30:00+00:00,Manchester City,Newcastle,5,0,False
2021,2022-05-10T19:00:00+00:00,Aston Villa,Liverpool,1,2,False
2021,2022-05-11T18:30:00+00:00,Leeds,Chelsea,0,3,False
2021,2022-05-11T18:45:00+00:00,Watford,Everton,0,0,True
2021,2022-05-11T18:45:00+00:00,Leicester,Norwich,3,0,False
2021,2022-05-11T19:15:00+00:00,Wolves,Manchester City,1,5,False
2021,2022-05-12T18:45:00+00:00,Tottenham,Arsenal,3,0,False
2021,2022-05-15T11:00:00+00:00,Tottenham,Burnley,1,0,False
2021,2022-05-15T13:00:00+00:00,Watford,Leicester,1,5,False
2021,2022-05-15T13:00:00+00:00,Wolves,Norwich,1,1,True
2021,2022-05-15T13:00:00+00:00,West Ham,Manchester City,2,2,True
2021,2022-05-15T13:00:00+00:00,Leeds,Brighton,1,1,True
2021,2022-05-15T13:00:00+00:00,Aston Villa,Crystal Palace,1,1,True
2021,2022-05-15T15:30:00+00:00,Everton,Brentford,2,3,False
2021,2022-05-16T19:00:00+00:00,Newcastle,Arsenal,2,0,False
2021,2022-05-17T18:45:00+00:00,Southampton,Liverpool,1,2,False
2021,2022-05-19T18:45:00+00:00,Everton,Crystal Palace,3,2,False
2021,2022-05-19T19:00:00+00:00,Chelsea,Leicester,1,1,True
2021,2022-05-19T19:00:00+00:00,Aston Villa,Burnley,1,1,True
2021,2022-05-22T15:00:00+00:00,Liverpool,Wolves,3,1,False
2021,2022-05-22T15:00:00+00:00,Arsenal,Everton,5,1,False
2021,2022-05-22T15:00:00+00:00,Burnley,Newcastle,1,2,False
2021,2022-05-22T15:00:00+00:00,Leicester,Southampton,4,1,False
2021,2022-05-22T15:00:00+00:00,Chelsea,Watford,2,1,False
2021,2022-05-22T15:00:00+00:00,Manchester City,Aston Villa,3,2,False
2021,2022-05-22T15:00:00+00:00,Brighton,West Ham,3,1,False
